Date,Queue Mgr,Object Name,Type,Put,Got,High Depth
2011-01-12 08:47:52,PQMHFETL0104,P.HFEHOST.0104.HFE.INQRY_RSPON,Queue,0,0,0
2011-01-12 08:47:52,PQMHFETL0104,P.HFEHOST.0104.HFE.Notification,Queue,0,0,0
2011-01-12 08:47:52,PQMHFETL0104,P.XMLHOST.0104.HFE.INQRY_RSPON,Queue,0,0,0
2011-01-12 08:47:52,PQMHFETL0104,PTL3BA,Queue,0,0,0
2011-01-12 08:47:52,PTL3BA,P.PAHTLS.HFE_0104.XML_EP.XACT_REQ,Queue,0,0,0
